"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YER056C",373.420961528916,1.8837590209649,0.08453877941305,22.2827799743949,5.42820785466654e-110,3.90515372056069e-108
"YLR180W",687.809160842223,1.36230780058731,0.0616752483897621,22.0884039570961,4.0857774519936e-108,2.87258012448686e-106
"YPL019C",283.594725098606,2.18132470099649,0.100328141268577,21.7419028541267,8.24104997086589e-105,5.60300837030189e-103
"YAL003W",1116.72980771171,1.03519351969617,0.0476626616806047,21.7191714267485,1.35195334429909e-104,9.09188624041139e-103
"YLR194C",614.746807120227,1.41482147341603,0.0654344501854743,21.6219662487529,1.116192751872e-103,7.42568231809897e-102
"YNL160W",207.176067724472,2.76125534126571,0.128932339500879,21.416313020884,9.41529027463697e-102,6.13183167675568e-100
"YHR183W",996.376167118011,1.05295156059494,0.0511098934958417,20.6017169783499,2.64883352097955e-94,1.6895188653918e-92
"YLR300W",685.308838249995,1.29999553564915,0.0632172478611742,20.5639375270489,5.77509208766164e-94,3.64596885166965e-92
"YDR055W",255.957187478887,2.15310349077295,0.104904771223503,20.5243619109153,1.30464874015805e-93,8.1533957124827e-92
"YHL021C",345.29413749746,1.79082901984455,0.0875442371427113,20.4562753448317,5.28227300227785e-93,3.26814230650931e-91
"YER072W",428.684082238975,1.55254906942562,0.0777497457264736,19.9685420822795,1.0342845121695e-88,6.27364536940463e-87
"YDR019C",147.099528346391,3.1847177166923,0.159781102542507,19.9317545442838,2.1586036538982e-88,1.28416161602578e-86
"YMR300C",229.547621746242,2.20567218608868,0.11105781366835,19.8605763361724,8.92801956806015e-88,5.2607292445322e-86
"YJL012C",381.403742912629,1.65903007162531,0.0859343051280516,19.3057949226816,4.80108531688416e-83,2.77610419210862e-81
"YDL039C",153.990590363521,2.7616114783947,0.144661317590489,19.0901861284876,3.04681926800464e-81,1.72941934047199e-79
"YJR148W",312.932282220172,1.73970917959021,0.0913931229403372,19.0354495351463,8.67449996168446e-81,4.83505687053529e-79
"YGR008C",479.115302762167,1.40742074840115,0.0744948876043277,18.8928501493489,1.30600364644152e-79,7.15065890312718e-78
"YER055C",500.059458919001,1.42097394893107,0.0756851910945252,18.7747950210812,1.21415636677717e-78,6.58946091337749e-77
"YBR092C",147.112847592667,2.77918695293915,0.149013247662454,18.6506031949226,1.24860644220791e-77,6.65959315339685e-76
"YHL047C",254.06546057477,1.98648515311634,0.107361720122626,18.5027321735104,1.96267515486326e-76,1.03786933189222e-74
"YOR230W",618.026312847029,1.1826674501595,0.0646594687527832,18.2907078108122,9.81325747366882e-75,5.14530711776178e-73
"YDR524W-C",358.68402195737,-1.83479732638097,0.100340767974488,-18.2856615852041,1.0764943509196e-74,5.59686600768029e-73
"YIL121W",131.899969791417,2.99684624724138,0.164711914689068,18.1944715590164,5.70870253886969e-74,2.9433118839989e-72
"YOR273C",271.292357061115,1.74573031430009,0.0975302810590921,17.8993672051696,1.19269384367733e-71,5.99934700067613e-70
"YKL062W",188.883444994785,2.13482143465054,0.120761137736419,17.6780500305499,6.19003225395636e-70,3.03950234565302e-68
"YGR159C",511.876816083201,1.25400891463197,0.071210643162836,17.6098523891219,2.06984109422646e-69,1.00047709765462e-67
"YDR406W",224.759529271923,1.91554346480468,0.108913580579867,17.5877374943154,3.05847359029395e-69,1.46688186846114e-67
"YHR143W",590.618198070326,1.16591504166947,0.0665058009512254,17.531027744851,8.30546006533804e-69,3.95276010955742e-67
"YDL182W",265.403270938479,1.68466475406314,0.0994063911842735,16.9472478981781,2.01675845981593e-64,9.31170491856801e-63
"YCR005C",254.730613133838,-2.10920713540415,0.126222368249773,-16.7102484658693,1.10374679620691e-62,4.9484648029943e-61
"YAL044C",217.926102897221,1.89227038429553,0.114411250771669,16.5391984750865,1.91554104135953e-61,8.52622476467007e-60
"YDR399W",207.888092908205,1.88259559160187,0.11494744168624,16.3778816125425,2.75160802455952e-60,1.17408267916895e-58
"YLR056W",519.441560739488,1.14578102661988,0.0701537474026995,16.3324279748424,5.80282878713831e-60,2.44231984394726e-58
"YDR044W",265.405843669993,1.59771370399823,0.098096083657468,16.2872323178276,1.21609454808569e-59,5.08376822230146e-58
"YFR055W",168.713062159933,2.09648567862346,0.128858611662731,16.2696590594249,1.62057562425053e-59,6.72919556190471e-58
"YER073W",596.955356747692,1.16620003524785,0.07169584356841,16.2659364504875,1.72213912334937e-59,7.10324983744169e-58
"YBR218C",557.148679587258,1.08772634337584,0.0670978068105321,16.2110565915711,4.21263376592208e-59,1.72606391455364e-57
"YNL217W",214.123738130976,1.80578201768339,0.112470854640757,16.0555552231842,5.2269086661682e-58,2.12755815247254e-56
"YPR036W-A",741.797333332995,-1.01592863036973,0.0633747943174419,-16.0304840640742,7.82706779096542e-58,3.16510251128778e-56
"YCR021C",109.792059742563,2.72044138722476,0.169789813135509,16.0224063916813,8.91329962486528e-58,3.58094706357412e-56
"YEL071W",542.417619671286,-1.19228021856514,0.0746606211227981,-15.9693316320545,2.09013550806826e-57,8.28953101821686e-56
"YPL163C",212.183503119656,1.72162294608815,0.109255101952656,15.7578265483126,6.06843320640031e-56,2.34658726549992e-54
"YOL143C",455.029392139522,1.17323196467844,0.0748240146031236,15.6798852734836,2.0762889594212e-55,7.97888185834717e-54
"YER053C",240.535685843269,1.6091910400628,0.102715858269588,15.6664323033676,2.56583555286448e-55,9.79927442319294e-54
"YMR251W-A",527.500766794332,1.08613053143594,0.0697084753749793,15.5810398318623,9.79483588997706e-55,3.71783126695019e-53
"YBR093C",153.097910743054,2.05574936429036,0.132130197953255,15.5585127104527,1.39298314642465e-54,5.25511385788373e-53
"YNL327W",400.476722035695,1.24509623445174,0.0808467287241872,15.400700239826,1.61906532478858e-53,6.07100434210116e-52
"YER150W",164.097484483258,1.96399603286876,0.128232836006946,15.3158589798511,5.99150774760794e-53,2.21972804996708e-51
"YMR189W",131.979223976571,2.19929408009338,0.143903191211568,15.283150162111,9.90353545955436e-53,3.64721273144422e-51
"YNL134C",235.411809563913,1.56119083715894,0.103046824684637,15.1503051349402,7.54156512186386e-52,2.72863528707437e-50
"YHR136C",74.5473132762042,4.44913557386819,0.296341605113088,15.013536732955,5.98684916827288e-51,2.10458157977865e-49
"YDR011W",291.724448266432,1.36028193890807,0.0925910506417394,14.6912895952696,7.33052936578293e-49,2.53374218916754e-47
"YKL109W",202.283875198947,1.67731521766643,0.11536118376609,14.5396845187321,6.79048757282729e-48,2.30839267104849e-46
"YJL078C",395.869205243443,1.13336191727563,0.0789426147772112,14.3567820811885,9.66098471121995e-47,3.24850610914771e-45
"YLR264W",178.07427478571,1.732229193387,0.121600268199247,14.2452744474928,4.79659874679302e-46,1.59551378744131e-44
"YCL064C",406.927886476366,1.08663232503107,0.0774933521813005,14.0222650646061,1.13919832047986e-44,3.72921693587774e-43
"YGR055W",290.719045401595,1.2981673044994,0.0933228517983668,13.910497584281,5.4697595646531e-44,1.77180117416276e-42
"YLR438W",95.1510159193427,2.46592821082521,0.178149067543694,13.8419372316973,1.42318704031093e-43,4.56230995772212e-42
"YDR277C",192.667335043046,1.5795853763247,0.11535886297289,13.6927959899874,1.12110797363077e-42,3.57540981074928e-41
"YEL046C",454.655775844208,1.00362777662659,0.0733441423819777,13.6838163762237,1.26855993146867e-42,4.02491297230597e-41
"YDL124W",411.781903404305,1.06883827470783,0.0788497646209017,13.5553768593559,7.36330050338459e-42,2.26650448828062e-40
"YOR197W",353.969561391311,1.10464736769486,0.0824714353774084,13.394302677524,6.52863324154346e-41,1.98978590470096e-39
"YKL029C",166.582053376649,1.65576344216532,0.123694425342191,13.3859180604525,7.30886464920544e-41,2.21666399924677e-39
"YNR050C",241.836242498035,1.34804031364402,0.101216661934081,13.3183636753595,1.81031840267264e-40,5.38482690256519e-39
"YHR025W",390.546131829778,1.07032697236958,0.0804363283581587,13.3065120476874,2.12157193436744e-40,6.28046198944084e-39
"YNL300W",119.680925863243,1.93533927644246,0.146369545227734,13.2222811339018,6.52544724550501e-40,1.89544329145256e-38
"YKR058W",223.18897172526,1.36513985146823,0.104095757775917,13.1142697900036,2.72797064008737e-39,7.88689455617783e-38
"YER001W",96.9116212585844,2.22433499099748,0.17035399222911,13.05713451086,5.78651318889661e-39,1.66517009766062e-37
"YMR006C",179.302473628079,1.53022338897812,0.117410216090166,13.0331366378116,7.92802537448843e-39,2.27086541629444e-37
"YGR032W",328.504668798396,1.13267128668169,0.0870895002740028,13.0058305894287,1.13360501162869e-38,3.23208027969895e-37
"YDR481C",340.75350741035,1.09788397978578,0.0854889624152957,12.8424061863377,9.48789877380133e-38,2.64421755466256e-36
"YDR502C",348.537676206564,1.07604005909713,0.0844548864308988,12.7410041570247,3.49862520872363e-37,9.66339025284512e-36
"YKL096W",411.110840152453,1.00356794964274,0.0788785616226376,12.7229494174082,4.40898146680451e-37,1.20169023502729e-35
"YIL094C",286.682638452519,1.16462572592247,0.0919278687125385,12.6689081584638,8.79297421100486e-37,2.37563892766319e-35
"YHR216W",230.165498701491,1.26743643567863,0.102133148120417,12.4096481798866,2.31668510933407e-35,6.09928968997867e-34
"YNL220W",323.441644523318,1.05972617366671,0.0861108121533565,12.3065402260917,8.35276556049431e-35,2.17136808919236e-33
"YER124C",96.8566169213246,1.91187248195121,0.160660687747709,11.9000640962865,1.18256291441291e-32,2.9621525309606e-31
"YMR195W",145.526942691971,1.53112745942524,0.129976218222291,11.7800585396833,4.94587119757169e-32,1.22400420397504e-30
"YBR145W",323.892425614758,1.03409747853592,0.0880020157274901,11.7508385459958,6.99215182065581e-32,1.72352363802381e-30
"YIR035C",149.858301226971,1.49465438879907,0.127614905995497,11.7122241883861,1.10346378670939e-31,2.68784663321693e-30
"YGL028C",117.577272545512,1.6744182681685,0.144552358713568,11.5834724737102,4.99796645477619e-31,1.19854335099614e-29
"YPR010C",260.696540975463,1.09048398582908,0.0958549425455009,11.3763980956062,5.48173127238869e-30,1.29448364054461e-28
"YBR054W",66.7330085695908,2.29322843494787,0.202263726582092,11.3378136243185,8.52476574487867e-30,2.00542683131423e-28
"YMR250W",199.432982483006,1.23438627232896,0.109426102755705,11.2805467913332,1.63725144402176e-29,3.83699798642525e-28
"YMR272C",186.222156341325,1.27377859000176,0.1142067120721,11.1532725782142,6.90202882477486e-29,1.61142839014649e-27
"YGL255W",136.63658324473,1.50018044678059,0.135269193460331,11.0903333449721,1.39765963691507e-28,3.23869669422978e-27
"YDL048C",206.294368394765,1.236456396978,0.111801289980382,11.0594108278622,1.97389831824618e-28,4.55690630410042e-27
"YKL043W",204.255693721178,1.19893962711993,0.110098571877247,10.8896928150591,1.29074901575099e-27,2.95772746683384e-26
"YNR034W-A",73.9228765981999,2.03867392491463,0.189021670410551,10.7853978884361,4.03493393237659e-27,9.17799126456397e-26
"YBR248C",196.673495616386,1.17933048268793,0.110048588495637,10.7164526034306,8.52090081117851e-27,1.92404428170662e-25
"YHR215W",42.4279024041973,5.249770672592,0.492033200990913,10.6695455957431,1.41315768767948e-26,3.17934785951743e-25
"YER062C",259.253964445559,1.01255686549081,0.0954898442571687,10.6038173312319,2.86060179932094e-26,6.38936582397062e-25
"YGR138C",64.2996297279762,2.19305228041205,0.210668886787006,10.409948587374,2.23342240045979e-25,4.91750334222231e-24
"YOR204W",152.891176020093,1.29573254111887,0.125457445851812,10.3280640883552,5.26116553864779e-25,1.15020604903229e-23
"YJR070C",192.222677243429,1.13883890926317,0.110914929817225,10.2676791225477,9.8546886493514e-25,2.139331883282e-23
"YER064C",247.655883068965,1.01799661072711,0.10069775063184,10.1094275129242,5.01766159696998e-24,1.06681348111523e-22
"YPL092W",125.56754363639,1.38880145305658,0.137586094244015,10.0940539135698,5.86943006208219e-24,1.24363574637337e-22
"YIR034C",121.284858184144,1.40872993905122,0.139635788633904,10.0886023048476,6.20466613634108e-24,1.31017984250997e-22
"YGL186C",183.314188977187,1.15587802444201,0.114715107418561,10.0760749865714,7.04857490076958e-24,1.47828925122242e-22
"YGR157W",180.632077820849,1.15460941929022,0.114667613167288,10.0691850767467,7.56018852065387e-24,1.58023264788127e-22
"YBR069C",209.031395914465,1.0672020062091,0.106221566494819,10.0469428330372,9.47616519184526e-24,1.96741724972975e-22
"YOR290C",105.902929448178,8.3384025805308,0.840542203485203,9.9202664018019,3.39847883508072e-23,6.96238031544518e-22
"YGR208W",122.392486998121,1.40206729767455,0.141623736987995,9.8999456411279,4.16501365640079e-23,8.50460049245931e-22
"YFL054C",187.697088711194,-1.27321787013682,0.129514594899706,-9.8306902872435,8.30475619445664e-23,1.68464021557716e-21
"YKL163W",46.7528886652575,2.48716384502881,0.253153093380563,9.82474206345121,8.80992706789412e-23,1.77547292407365e-21
"YOL130W",193.390898360198,1.08436019403377,0.110946554748597,9.77371669170719,1.45995743148225e-22,2.92322220989666e-21
"YNR067C",117.156899672141,1.39315752664455,0.143005189963376,9.74200675514881,1.99573660939054e-22,3.95757128278823e-21
"YPL240C",188.847330694949,1.11399142770697,0.114868954060539,9.69793306483723,3.07668043589585e-22,6.04095118809882e-21
"YIL101C",110.02183304813,1.41493020801773,0.145904531040134,9.69764405485478,3.08540581128047e-22,6.04095118809882e-21
"YBL101C",201.351068492585,1.04939163974937,0.108742489202493,9.65024478881717,4.90385304178038e-22,9.5409241413507e-21
"YBR115C",198.710494436406,1.05021369752807,0.10908275458812,9.62767855921422,6.10940582024591e-22,1.18121543155817e-20
"YGR035C",41.0101227330078,2.81233316796263,0.293047547554819,9.59684935577403,8.24254620584038e-22,1.58868016746213e-20
"YKR039W",161.958506251895,-1.29452220676505,0.135260382981361,-9.57059397756874,1.0629322717342e-21,2.03602537622894e-20
"YOL052C-A",41.2954160384972,2.65485839653775,0.278179297298347,9.54369509996431,1.3783179434079e-21,2.6238932664199e-20
"YPL095C",84.8085866133477,1.62351254621072,0.170516783070503,9.5211305126455,1.71305192885699e-21,3.24643631564823e-20
"YDR343C",64.7001469766311,1.89464676611138,0.199396451189334,9.50190815739417,2.06078896426597e-21,3.87541073614393e-20
"YLR108C",78.2513107298438,-2.06968272082328,0.218148835163956,-9.48748004667432,2.36686670469532e-21,4.43751645513635e-20
"YOR202W",179.595880199347,1.12847669993249,0.119045477229419,9.4793748254521,2.55811059193774e-21,4.78158013060992e-20
"YHR087W",104.70827417936,1.38913907416764,0.148289567052122,9.36774650963388,7.4097598612424e-21,1.35633681247061e-19
"YOR306C",130.324622952773,1.27049767670286,0.135824774055216,9.3539465501807,8.44369222821697e-21,1.54103610076632e-19
"YHR163W",168.413426012171,1.09359468225492,0.117269501867617,9.32548245569814,1.10479806229941e-20,2.00451190951509e-19
"YGR233C",98.613841166937,1.38470233804444,0.153824159290551,9.00185214358259,2.21941322088189e-19,3.95720737682889e-18
"YOR178C",95.6093486740719,1.42977930913638,0.160022688020087,8.93485371872331,4.07717264352833e-19,7.22792754885667e-18
"YPR184W",141.915834722655,1.17351590199728,0.133143321585498,8.8139298916597,1.20833637439618e-18,2.09411124604739e-17
"YMR056C",75.377052649519,-1.85668070888057,0.213484144169242,-8.69704265909632,3.40645403918144e-18,5.74716447346401e-17
"YIL056W",119.772286009814,1.20561165914406,0.139566476305578,8.63826107140801,5.70750733594225e-18,9.54387780742559e-17
"YNL221C",106.679298457409,1.29487813451661,0.149912267676251,8.63757285903393,5.74198388031423e-18,9.5756480505402e-17
"YEL065W",107.949416664187,1.24888004118876,0.147257566763569,8.48092270323817,2.23415009912276e-17,3.64714687685291e-16
"YDR111C",119.950514848748,-1.31627074630321,0.15571819907652,-8.45290244884221,2.84149079167498e-17,4.61425289451263e-16
"YGR044C",79.8253964255039,1.42740907612004,0.169841170070532,8.40437613287323,4.30142023840107e-17,6.96672434947314e-16
"YER037W",51.9263890940868,1.80860290985915,0.218014950266583,8.29577470557704,1.07879820123304e-16,1.71141653103302e-15
"YDR216W",129.64016222229,-1.23590952145086,0.149936136946205,-8.24290625744405,1.68077257291837e-16,2.63932484991014e-15
"YBR244W",37.254933587772,2.20602657264286,0.268097803802527,8.22843955211119,1.8966797393115e-16,2.97082469547349e-15
"YHL036W",70.2863384251516,1.4745892045688,0.182463443811566,8.08155964704712,6.39436384097934e-16,9.79255670399484e-15
"YDL037C",21.6825508194183,3.62015012720648,0.451640388909553,8.01555887405691,1.09637333479119e-15,1.66256417214537e-14
"YJR010W",107.458190899529,-1.32686895012617,0.166148513834532,-7.98604164132096,1.3934063540892e-15,2.10268417384143e-14
"YMR081C",72.869140197966,1.45633577115443,0.184658758078261,7.88663254486537,3.104497978808e-15,4.63949975721862e-14
"YGR211W",92.8718571642886,1.2001357568607,0.155455705013434,7.72011394986749,1.16225753186072e-14,1.71211603562435e-13
"YMR173W",42.5095903421808,1.86910143296771,0.242974149638005,7.69259378313448,1.44181722484985e-14,2.11888911404893e-13
"YIL011W",48.5412191805631,1.75385621608005,0.229072774633939,7.65632764034369,1.91325238542332e-14,2.80504561815499e-13
"YGL162W",69.0667354751619,1.40637111684478,0.183706658019983,7.65552610886755,1.92522428618427e-14,2.81592497839766e-13
"YML035C",130.154251442197,1.01559190696289,0.133080055550249,7.63143585087715,2.32153353462645e-14,3.35591775204062e-13
"YOR108W",95.1916387517773,1.17311221466011,0.154976546203689,7.56961129536505,3.74342631125528e-14,5.38618106691544e-13
"YDL241W",36.023458354829,2.0068216545561,0.266331254535348,7.53505876753847,4.88114947486285e-14,6.94245328758079e-13
"YNL141W",86.849757077867,1.21769229063174,0.162539624497538,7.49166422892892,6.80057192192317e-14,9.5625314729406e-13
"YJL200C",82.3347202613111,1.20605615640409,0.166408512601455,7.24756286532389,4.24337517492565e-13,5.71977390136492e-12
"YDR274C",37.8636304626062,1.84045362385617,0.255766114943575,7.19584619042359,6.20745735142941e-13,8.27705573993401e-12
"YKR053C",74.696997476116,1.26254865183361,0.176472060556253,7.15438267028767,8.40502993059824e-13,1.11115214061135e-11
"YBR070C",53.9675512911328,-1.76040659674957,0.248946746281785,-7.07141837779614,1.53357999260605e-12,2.01022445217238e-11
"YPL093W",96.7398561778705,1.06922114518835,0.152215534300957,7.02438913412284,2.15004816783203e-12,2.78875220427186e-11
"YJL212C",104.983863869633,1.03172140680126,0.146889905439108,7.02377337446754,2.15954989160481e-12,2.79521656471944e-11
"YPL088W",116.344229857127,1.0026345835317,0.143163111212924,7.00344226272438,2.49748861768205e-12,3.20580126091262e-11
"YBR230W-A",91.8818061070418,-1.21964152737576,0.174790770837587,-6.97772268828217,3.00003071530333e-12,3.82704949187251e-11
"YOR348C",38.5373458612356,-2.22908085589242,0.322197495705818,-6.9183680369995,4.5687609598738e-12,5.76876001198759e-11
"YOL105C",120.780629068731,-1.04619293024693,0.151315743517082,-6.91397276932274,4.71265675203189e-12,5.93833143071717e-11
"YHR128W",99.10961189513,1.07225828794772,0.15548951249397,6.89601678434299,5.3480879450577e-12,6.72532929188456e-11
"YNL248C",75.5044947344097,1.20519760623701,0.174926468221844,6.88973840544569,5.58950771308942e-12,7.01466211376963e-11
"YIL047C",87.5570083916855,1.1185300474636,0.164094594395092,6.81637351667114,9.33673539714399e-12,1.1553276380426e-10
"YPL134C",100.057875684691,-1.13237356044757,0.168013749794735,-6.73976720257129,1.58640600591723e-11,1.93591596816763e-10
"YDR525W-A",53.816506478936,-1.64422041592724,0.244832731104554,-6.715688741899,1.87179967490459e-11,2.2663061817289e-10
"YDR089W",79.704226323699,2.02975288800553,0.304369754669591,6.6687075731586,2.58065865946153e-11,3.08234268843407e-10
"YGR051C",32.7186465734621,-2.46691256333097,0.371097813474544,-6.64760737939566,2.97895650501774e-11,3.55121462361171e-10
"YPR065W",98.6271784973136,-1.11896129478297,0.168591084274558,-6.63713208558938,3.1984501983109e-11,3.80554064941338e-10
"YNL175C",62.8654232295743,1.26452142646501,0.192243421360489,6.57770974692453,4.77749663836309e-11,5.63016603839094e-10
"YNR046W",93.262780517282,1.02074296926733,0.156807636230002,6.50952334853211,7.53896374301865e-11,8.83400921932886e-10
"YPL016W",49.9011242902607,-1.65217762199517,0.255289374104811,-6.47178374653718,9.68526722927982e-11,1.126367450142e-09
"YBL005W-B",16.2689589269773,2.86885712913525,0.455008045656881,6.30506901255684,2.88065512303945e-10,3.21707820329334e-09
"YGL080W",90.8843872174628,-1.08566936059763,0.172225280965501,-6.30377465207967,2.90482752808741e-10,3.23822845338321e-09
"YER042W",76.9707956500991,-1.20053835979303,0.191257865391789,-6.27706660499291,3.45020310349265e-10,3.8323889768957e-09
"YNL225C",36.4571527956003,-1.94306277870402,0.314824951829195,-6.17188303345857,6.74814168801858e-10,7.33756636621634e-09
"YMR122C",29.146601740754,-2.35276707896847,0.384075967977727,-6.125785717228,9.02371828515985e-10,9.72643641642578e-09
"YMR191W",91.1628941820398,-1.07327211503028,0.175418021757157,-6.11836859337111,9.45381934763477e-10,1.01546493583014e-08
"YDR281C",12.1767721811152,4.14445609545824,0.682166563370151,6.07543130666376,1.23654906343882e-09,1.32133489732227e-08
"YOR120W",71.1913256776946,1.09095602136156,0.180280420030747,6.0514393142389,1.4355736463118e-09,1.52609865115654e-08
"YPL230W",82.3289264380056,1.0034186978007,0.166749629812971,6.01751679404715,1.77112945103449e-09,1.86970050942544e-08
"YER079W",96.046184787046,-1.0257128909787,0.170461691837786,-6.01726335061129,1.77390366741996e-09,1.86970050942544e-08
"YDL060W",73.4659774940082,1.05999971184983,0.176836572344786,5.99423353322581,2.04447396345944e-09,2.15121775712986e-08
"YAL025C",66.2568078543893,1.09773971946529,0.184498367945193,5.94986140902549,2.68369631571962e-09,2.79529109517799e-08
"YAR071W",13.1179184903937,3.17710969901144,0.538623560352441,5.8985717166411,3.66661593768497e-09,3.78089213440949e-08
